tot_sezio,idpartizione,nlista,nlistamacro,totVoti,totVoti_nona,totVotiLista,idComune
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,5,15,6,0,24,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,6,17,33,0,109,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,7,18,33,0,79,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,8,13,10,0,121,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,9,12,12,0,184,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,10,11,50,0,63,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,11,4,2,0,41,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,12,7,2,0,13,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,13,9,35,0,100,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,14,6,43,0,533,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,15,8,69,0,89,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,16,10,2,0,8,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
6,0,17,5,106,0,438,1
2,0,1,1,0,0,0,1
2,0,1,1,0,0,0,1
2,0,1,1,0,0,0,1
2,0,1,1,0,0,0,1
2,0,1,1,0,0,0,1
2,0,1,1,0,0,0,1
2,0,1,1,0,0,0,1
2,0,1,1,0,0,0,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,2,18,0,0,20,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,3,14,49,0,46,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,4,15,4,0,8,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,5,16,19,0,175,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,6,17,0,0,10,1
2,0,7,13,0,0,7,1
2,0,7,13,0,0,7,1
2,0,7,13,0,0,7,1
2,0,7,13,0,0,7,1
2,0,7,13,0,0,7,1
2,0,7,13,0,0,7,1
2,0,7,13,0,0,7,1
2,0,7,13,0,0,7,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,8,8,1,0,16,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,9,6,127,0,336,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,10,9,0,0,31,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,11,7,12,0,25,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,12,5,24,0,119,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,13,10,6,0,7,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,14,12,3,0,44,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,15,2,0,0,5,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,16,11,6,0,9,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,17,4,0,0,14,1
2,0,18,3,0,0,3,1
2,0,18,3,0,0,3,1
2,0,18,3,0,0,3,1
2,0,18,3,0,0,3,1
4,0,1,1,0,0,1,1
4,0,1,1,0,0,1,1
4,0,1,1,0,0,1,1
4,0,1,1,0,0,1,1
4,0,1,1,0,0,1,1
4,0,1,1,0,0,1,1
4,0,1,1,0,0,1,1
4,0,1,1,0,0,1,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,2,18,1,0,19,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,3,14,41,0,49,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,4,15,10,0,19,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,5,16,97,0,351,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,6,17,2,0,13,1
4,0,7,13,6,0,17,1
4,0,7,13,6,0,17,1
4,0,7,13,6,0,17,1
4,0,7,13,6,0,17,1
4,0,7,13,6,0,17,1
4,0,7,13,6,0,17,1
4,0,7,13,6,0,17,1
4,0,7,13,6,0,17,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,8,8,15,0,19,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,9,6,237,0,519,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,10,9,12,0,48,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,11,7,5,0,21,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,12,5,93,0,242,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,13,10,48,0,49,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,14,12,9,0,129,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,15,2,0,0,7,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,16,11,29,0,48,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,17,4,0,0,30,1
4,0,18,3,0,0,4,1
4,0,18,3,0,0,4,1
4,0,18,3,0,0,4,1
4,0,18,3,0,0,4,1
2,0,1,1,0,0,2,1
2,0,1,1,0,0,2,1
2,0,1,1,0,0,2,1
2,0,1,1,0,0,2,1
2,0,1,1,0,0,2,1
2,0,1,1,0,0,2,1
2,0,1,1,0,0,2,1
2,0,1,1,0,0,2,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,2,18,16,0,25,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,3,14,21,0,21,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,4,15,3,0,8,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,5,16,97,0,168,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,6,17,0,0,3,1
2,0,7,13,0,0,4,1
2,0,7,13,0,0,4,1
2,0,7,13,0,0,4,1
2,0,7,13,0,0,4,1
2,0,7,13,0,0,4,1
2,0,7,13,0,0,4,1
2,0,7,13,0,0,4,1
2,0,7,13,0,0,4,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,8,8,85,0,87,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,9,6,51,0,155,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,10,9,23,0,40,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,11,7,10,0,14,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,12,5,79,0,171,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,13,10,3,0,3,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,14,12,13,0,63,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,15,2,2,0,4,1
2,0,16,11,41,0,51,1
